id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;ano;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos
10;11/06/2007;Segunda;15:30:00;MG;381;623.2;OLIVEIRA;Falta de ateno;Coliso frontal;(null);Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Rural;2007;9;1;4;1;5;1;4;6
10;11/06/2007;Segunda;15:30:00;MG;381;623.2;OLIVEIRA;Falta de ateno;Coliso frontal;(null);Pleno dia;Decrescente;Chuva;Dupla;Reta;Rural;2007;9;1;4;1;5;1;4;6
1032898;13/08/2007;Segunda;14:25:00;MG;40;585.5;ITABIRITO;Outras;Sada de Pista;Com Vtimas Feridas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Rural;2007;3;1;1;1;2;1;1;1
1051130;12/02/2007;Segunda;12:10:00;MA;135;11;SAO LUIS;Animais na Pista;Atropelamento de animal;Com Vtimas Fatais;Plena noite;Crescente;Ceu Claro;Simples;Reta;Urbano;2007;5;2;2;1;1;1;3;1
1066824;20/11/2007;Tera;15:30:00;CE;222;30.8;CAUCAIA;Defeito mecnico em veculo;Capotamento;Com Vtimas Feridas;Amanhecer;Decrescente;Ceu Claro;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
1069918;16/12/2007;Domingo;17:40:00;MA;230;14;BARAO DE GRAJAU;Outras;Capotamento;Com Vtimas Feridas;Anoitecer;Crescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
1070971;15/03/2007;Segunda;18:10:00;PR;277;584.4;CASCAVEL;Outras;Coliso lateral;Sem Vtimas;Pleno dia;Crescente;Ceu Claro;Simples;Curva;Urbano;2007;2;1;1;1;2;1;1;2
1137914;12/08/2007;Domingo;22:30:00;ES;101;2.4;SERRA;Outras;Atropelamento de pessoa;Com Vtimas Feridas;Plena noite;Crescente;Ceu Claro;Mltipla;Reta;Urbano;2007;2;1;1;1;1;1;1;1
1179288;14/02/2007;Domingo;20:30:00;MG;251;326.2;SALINAS;Outras;Sada de Pista;Com Vtimas Feridas;Plena noite;Decrescente;Chuva;Simples;Curva;Rural;2007;3;1;2;1;1;1;2;1
1254853;22/11/2007;Quinta;21:10:00;MG;40;44.1;PARACATU;Outras;Sada de Pista;Com Vtimas Feridas;Plena noite;Crescente;Nublado;Simples;Reta;Urbano;2007;3;1;3;1;1;1;3;1
1333766;17/07/2007;Tera;14:00:00;GO;70;372;MONTES CLAROS DE GOIAS;Falta de ateno;Coliso lateral;Com Vtimas Feridas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Rural;2007;2;1;1;1;1;1;1;2
173714;11/01/2007;Segunda;10:03:00;RJ;116;305.5;RESENDE;Animais na Pista;Atropelamento de animal;Sem Vtimas;Plena noite;Crescente;Chuva;Dupla;Reta;Urbano;2007;1;1;1;1;1;1;1;1
173715;11/01/2007;Segunda;10:50:00;RJ;101;321.5;NITEROI;No guardar distncia de segurana;Coliso traseira;Sem Vtimas;Plena noite;Decrescente;Chuva;Dupla;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173720;11/01/2007;Segunda;11:45:00;RS;158;311.7;ITAARA;No guardar distncia de segurana;Coliso traseira;Sem Vtimas;Plena noite;Decrescente;Ceu Claro;Simples;Reta;Urbano;2007;4;1;1;1;4;1;1;4
173726;11/01/2007;Segunda;10:50:00;MG;116;574.9;MANHUACU;Animais na Pista;Atropelamento de animal;Sem Vtimas;Plena noite;Crescente;Nublado;Simples;Reta;Rural;2007;2;1;1;1;2;1;1;1
173730;11/01/2007;Segunda;10:05:00;MG;116;532.1;CARATINGA;Velocidade incompatvel;Sada de Pista;Sem Vtimas;Plena noite;Crescente;Nublado;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173734;11/01/2007;Segunda;12:00:00;MG;381;212.5;BELO ORIENTE;Falta de ateno;Coliso Transversal;Com Vtimas Feridas;Plena noite;Decrescente;Nublado;Simples;Reta;Rural;2007;2;1;1;1;1;1;1;2
173737;11/01/2007;Segunda;12:00:00;SP;116;550.8;BARRA DO TURVO;Outras;Tombamento;Sem Vtimas;Plena noite;Crescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173739;11/01/2007;Segunda;12:30:00;SP;116;147.9;SAO JOSE DOS CAMPOS;Defeito mecnico em veculo;Coliso lateral;Sem Vtimas;Plena noite;Crescente;Chuva;Dupla;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173740;11/01/2007;Segunda;10:40:00;MG;40;637;CONSELHEIRO LAFAIETE;Animais na Pista;Atropelamento de animal;Com Vtimas Feridas;Plena noite;Crescente;Chuva;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173741;11/01/2007;Segunda;13:20:00;RJ;116;167;SAO JOAO DE MERITI;Outras;Coliso com objeto fixo;Sem Vtimas;Plena noite;Decrescente;Chuva;Simples;Reta;Urbano;2007;1;1;1;1;1;1;1;1
173742;11/01/2007;Segunda;12:20:00;MG;381;936.4;EXTREMA;Outras;Atropelamento de pessoa;Com Vtimas Fatais;Plena noite;Decrescente;Chuva;Dupla;Reta;Rural;2007;2;1;1;1;1;1;1;1
173743;11/01/2007;Segunda;12:55:00;RJ;40;119;DUQUE DE CAXIAS;Velocidade incompatvel;Coliso traseira;Com Vtimas Feridas;Plena noite;Decrescente;Chuva;Mltipla;Reta;Urbano;2007;2;1;1;1;1;1;1;2
173746;11/01/2007;Segunda;12:20:00;RN;101;75;EXTREMOZ;Falta de ateno;Sada de Pista;Sem Vtimas;Plena noite;Crescente;Ceu Claro;Simples;Cruzamento;Rural;2007;1;1;1;1;1;1;1;1
173748;11/01/2007;Segunda;14:00:00;SC;280;25;ARAQUARI;Velocidade incompatvel;Capotamento;Com Vtimas Feridas;Plena noite;Decrescente;Nublado;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173749;11/01/2007;Segunda;14:15:00;PR;277;594.1;CASCAVEL;Falta de ateno;Coliso Transversal;Sem Vtimas;Plena noite;Crescente;Ceu Claro;Simples;Reta;Urbano;2007;2;1;1;1;1;1;1;2
173750;11/01/2007;Segunda;14:56:00;MG;40;45;PARACATU;Velocidade incompatvel;Coliso traseira;Sem Vtimas;Plena noite;Decrescente;Nublado;Simples;Reta;Urbano;2007;1;1;1;1;1;1;1;1
173751;11/01/2007;Segunda;11:00:00;SC;470;69.5;INDAIAL;Falta de ateno;Sada de Pista;Com Vtimas Feridas;Plena noite;Decrescente;Chuva;Simples;Cruzamento;Urbano;2007;2;1;1;1;1;1;1;1
173755;11/01/2007;Segunda;11:00:00;SC;470;99.4;APIUNA;Falta de ateno;Coliso Transversal;Com Vtimas Feridas;Plena noite;Crescente;Nublado;Simples;Reta;Urbano;2007;3;1;1;1;1;1;2;2
173756;11/01/2007;Segunda;12:30:00;PR;277;70.5;SAO JOSE DOS PINHAIS;Outras;Coliso traseira;Com Vtimas Feridas;Plena noite;Crescente;Chuva;Dupla;Reta;Rural;2007;2;1;1;1;1;1;1;2
173757;11/01/2007;Segunda;14:25:00;PR;277;593.1;CASCAVEL;Falta de ateno;Atropelamento de pessoa;Com Vtimas Feridas;Plena noite;Crescente;Ceu Claro;Simples;Reta;Urbano;2007;2;1;1;1;1;1;2;1
173758;11/01/2007;Segunda;13:15:00;GO;60;90.3;ANAPOLIS;Outras;Coliso com objeto fixo;Com Vtimas Feridas;Plena noite;Decrescente;Nublado;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
173759;11/01/2007;Segunda;14:30:00;RJ;116;104;GUAPIMIRIM;Outras;Sada de Pista;Com Vtimas Feridas;Plena noite;Crescente;Chuva;Dupla;Reta;Rural;2007;3;1;3;1;1;1;3;1
173761;11/01/2007;Segunda;15:20:00;SP;116;215;GUARULHOS;Falta de ateno;Coliso traseira;Sem Vtimas;Plena noite;Crescente;Chuva;Mltipla;Reta;Urbano;2007;1;1;1;1;1;1;1;1
173763;11/01/2007;Segunda;12:20:00;MG;381;832.5;SAO SEBASTIAO DA BELA VISTA;Outras;Sada de Pista;Sem Vtimas;Plena noite;Crescente;Chuva;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
173764;11/01/2007;Segunda;12:00:00;SC;101;117.2;ITAJAI;Desobedincia  sinalizao;Danos Eventuais;Sem Vtimas;Plena noite;Crescente;Nublado;Dupla;Cruzamento;Urbano;2007;2;1;1;1;2;1;1;2
173767;11/01/2007;Segunda;13:00:00;RJ;116;132;MAGE;Velocidade incompatvel;Sada de Pista;Com Vtimas Fatais;Plena noite;Crescente;Chuva;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
173770;11/01/2007;Segunda;11:20:00;SP;101;45;UBATUBA;Outras;Capotamento;Com Vtimas Feridas;Plena noite;Decrescente;Chuva;Simples;Reta;Urbano;2007;3;1;2;1;1;1;2;1
173771;11/01/2007;Segunda;16:45:00;RS;386;324.4;MARQUES DE SOUZA;Falta de ateno;Coliso Transversal;Com Vtimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Urbano;2007;2;1;1;1;1;1;1;2
173774;11/01/2007;Segunda;11:00:00;SP;116;273.7;TABOAO DA SERRA;Outras;Coliso com objeto fixo;Com Vtimas Feridas;Plena noite;Decrescente;Chuva;Dupla;Reta;Urbano;2007;1;1;1;1;1;1;1;1
173776;11/01/2007;Segunda;12:30:00;PR;376;624.2;SAO JOSE DOS PINHAIS;Velocidade incompatvel;Capotamento;Sem Vtimas;Plena noite;Decrescente;Chuva;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
173781;11/01/2007;Segunda;16:30:00;SC;116;190.1;SAO CRISTOVAO DO SUL;Defeito mecnico em veculo;Capotamento;Com Vtimas Feridas;Amanhecer;Crescente;Nevoeiro/neblina;Simples;Curva;Rural;2007;3;1;3;1;1;1;3;1
173789;11/01/2007;Segunda;17:45:00;PR;277;598;CASCAVEL;Falta de ateno;Sada de Pista;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Rural;2007;2;1;2;1;1;1;2;1
173790;11/01/2007;Segunda;11:43:00;MG;40;699.9;BARBACENA;Outras;Sada de Pista;Com Vtimas Feridas;Plena noite;Crescente;Chuva;Dupla;Reta;Urbano;2007;2;1;1;1;1;1;2;1
173793;11/01/2007;Segunda;14:10:00;PA;316;16;MARITUBA;Falta de ateno;Sada de Pista;Com Vtimas Feridas;Plena noite;Crescente;Nevoeiro/neblina;Dupla;Curva;Urbano;2007;1;1;1;1;1;1;1;1
173803;11/01/2007;Segunda;13:30:00;PA;10;7;DOM ELISEU;Ingesto de lcool;Queda de motocicleta / bicicleta / veculo;Com Vtimas Feridas;Plena noite;Crescente;Ignorada;Simples;Reta;Rural;2007;2;1;2;1;1;1;2;1
173810;11/01/2007;Segunda;19:50:00;SC;101;63.5;ARAQUARI;Defeito na via;Capotamento;Sem Vtimas;Pleno dia;Crescente;Chuva;Dupla;Curva;Rural;2007;1;1;1;1;1;1;1;1
173811;11/01/2007;Segunda;16:30:00;PE;232;327;CUSTODIA;Dormindo;Capotamento;Com Vtimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173812;11/01/2007;Segunda;19:45:00;SC;101;138.9;BALNEARIO CAMBORIU;Falta de ateno;Coliso lateral;Com Vtimas Feridas;Pleno dia;Crescente;Nublado;Mltipla;Curva;Urbano;2007;2;1;1;1;1;1;1;2
173817;11/01/2007;Segunda;19:40:00;RJ;116;176;NOVA IGUACU;Defeito mecnico em veculo;Coliso traseira;Sem Vtimas;Pleno dia;Crescente;Chuva;Mltipla;Reta;Urbano;2007;3;1;1;1;2;1;1;3
173818;11/01/2007;Segunda;19:05:00;SP;101;43.7;UBATUBA;Outras;Coliso com objeto fixo;Sem Vtimas;Pleno dia;Crescente;Nublado;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173819;11/01/2007;Segunda;18:50:00;MG;262;502.8;MOEMA;Velocidade incompatvel;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173822;11/01/2007;Segunda;16:35:00;RJ;116;176;NOVA IGUACU;Outras;Coliso traseira;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Urbano;2007;5;1;1;1;3;1;2;5
173826;11/01/2007;Segunda;18:10:00;SC;282;390.5;JOACABA;Defeito mecnico em veculo;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Ceu Claro;Simples;Curva;Rural;2007;3;1;1;1;3;1;1;1
173827;11/01/2007;Segunda;18:40:00;PR;277;549.9;CATANDUVAS;Dormindo;Sada de Pista;Com Vtimas Feridas;Plena noite;Decrescente;Sol;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173830;11/01/2007;Segunda;19:40:00;MT;70;540;VARZEA GRANDE;Desobedincia  sinalizao;Coliso lateral;Sem Vtimas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Rural;2007;2;1;1;1;2;1;1;2
173832;11/01/2007;Segunda;17:00:00;BA;116;737.6;MANOEL VITORINO;Falta de ateno;Sada de Pista;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Simples;Curva;Rural;2007;2;1;1;1;1;1;2;1
173834;11/01/2007;Segunda;19:30:00;SC;282;555.6;NOVA ITABERABA;Falta de ateno;Coliso lateral;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Simples;Reta;Rural;2007;4;1;2;1;2;1;2;2
173837;11/01/2007;Segunda;18:20:00;SP;116;499.5;CAJATI;Outras;Capotamento;Sem Vtimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
173838;11/01/2007;Segunda;17:30:00;RS;158;311.1;ITAARA;Outras;Coliso lateral;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Simples;Reta;Urbano;2007;5;1;2;2;1;1;4;2
173840;11/01/2007;Segunda;19:00:00;SC;101;359.4;SANGAO;Falta de ateno;Coliso Transversal;Sem Vtimas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Rural;2007;2;1;1;1;2;1;1;2
173842;11/01/2007;Segunda;18:20:00;SP;116;521.5;CAJATI;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Crescente;Chuva;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173843;11/01/2007;Segunda;11:40:00;MG;381;685.8;LAVRAS;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Crescente;Chuva;Dupla;Curva;Rural;2007;1;1;1;1;1;1;1;1
173844;11/01/2007;Segunda;14:30:00;MG;381;846;POUSO ALEGRE;Outras;Coliso com objeto fixo;Sem Vtimas;Amanhecer;Decrescente;Chuva;Dupla;Reta;Rural;2007;1;1;1;1;1;1;1;1
173848;11/01/2007;Segunda;19:10:00;RS;386;358.2;ESTRELA;Falta de ateno;Coliso Transversal;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Simples;Reta;Rural;2007;2;1;1;1;1;1;1;2
173849;11/01/2007;Segunda;11:30:00;MG;40;617;CONGONHAS;Outras;Coliso com objeto fixo;Sem Vtimas;Pleno dia;Crescente;Chuva;Simples;Curva;Urbano;2007;1;1;1;1;1;1;1;1
173850;11/01/2007;Segunda;11:20:00;PA;10;13;DOM ELISEU;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Sol;Simples;Curva;Urbano;2007;3;1;1;1;3;1;1;1
173851;11/01/2007;Segunda;10:20:00;PR;277;599.7;CASCAVEL;Outras;Atropelamento de pessoa;Com Vtimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Rural;2007;2;1;1;1;1;1;1;1
173854;11/01/2007;Segunda;16:30:00;BA;116;771.9;BOA NOVA;Outras;Tombamento;Sem Vtimas;Pleno dia;Decrescente;Nublado;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173857;11/01/2007;Segunda;11:00:00;RJ;116;178;NOVA IGUACU;Outras;Coliso traseira;Sem Vtimas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173859;11/01/2007;Segunda;18:00:00;RS;473;275.7;BAGE;Falta de ateno;Coliso traseira;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Simples;Reta;Urbano;2007;2;1;1;1;1;1;1;2
173860;11/01/2007;Segunda;19:20:00;SP;116;161.8;JACAREI;Outras;Atropelamento de pessoa;Com Vtimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;2007;2;1;1;1;1;1;1;1
173863;11/01/2007;Segunda;12:10:00;RJ;101;304;SAO GONCALO;Outras;Atropelamento de pessoa;Com Vtimas Fatais;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;2007;2;1;1;1;1;1;1;1
173865;11/01/2007;Segunda;17:20:00;MA;10;250.1;IMPERATRIZ;Ingesto de lcool;Atropelamento de pessoa;Com Vtimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Urbano;2007;2;1;1;1;1;1;1;1
173867;11/01/2007;Segunda;19:20:00;SP;116;407;JUQUIA;Outras;Coliso Transversal;Sem Vtimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Rural;2007;2;1;1;1;2;1;1;2
173868;11/01/2007;Segunda;18:00:00;BA;242;349;PALMEIRAS;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Crescente;Ceu Claro;Simples;Curva;Rural;2007;2;1;1;1;2;1;1;1
173869;11/01/2007;Segunda;19:45:00;PR;116;22.3;CAMPINA GRANDE DO SUL;Outras;Capotamento;Com Vtimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Rural;2007;3;1;2;1;1;1;2;1
173875;11/01/2007;Segunda;14:50:00;GO;40;1;VALPARAISO DE GOIAS;No guardar distncia de segurana;Coliso traseira;Sem Vtimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;2007;3;1;1;1;3;1;1;2
173880;11/01/2007;Segunda;11:00:00;SC;470;35.9;GASPAR;Falta de ateno;Coliso traseira;Sem Vtimas;Pleno dia;Crescente;Nublado;Simples;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173881;11/01/2007;Segunda;18:45:00;MG;381;505.7;IGARAPE;Falta de ateno;Derramamento de Carga;Sem Vtimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Rural;2007;1;1;1;1;1;1;1;1
173882;11/01/2007;Segunda;13:00:00;SC;282;180;BOCAINA DO SUL;Velocidade incompatvel;Sada de Pista;Com Vtimas Feridas;Pleno dia;Crescente;Ceu Claro;Simples;Curva;Urbano;2007;3;1;2;1;1;1;3;1
173883;11/01/2007;Segunda;14:00:00;MG;381;520;ITATIAIUCU;Outras;Coliso com objeto fixo;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Rural;2007;2;1;1;1;1;1;1;1
173884;11/01/2007;Segunda;14:45:00;SC;470;155.5;AGRONOMICA;Velocidade incompatvel;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Nublado;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173885;11/01/2007;Segunda;14:40:00;RS;290;20;SANTO ANTONIO DA PATRULHA;Outras;Tombamento;Com Vtimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Rural;2007;2;1;2;1;1;1;2;1
173886;11/01/2007;Segunda;13:35:00;SC;101;90.7;BARRA VELHA;Falta de ateno;Coliso traseira;Sem Vtimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Rural;2007;4;1;1;1;4;1;1;4
173887;11/01/2007;Segunda;14:30:00;MG;381;675.8;LAVRAS;Velocidade incompatvel;Capotamento;Sem Vtimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Rural;2007;1;1;1;1;1;1;1;1
173889;11/01/2007;Segunda;10:40:00;AL;316;213.2;MARIBONDO;Dormindo;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Ceu Claro;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173890;11/01/2007;Segunda;12:30:00;TO;153;636;ALIANCA DO TOCANTINS;Falta de ateno;Coliso traseira;Sem Vtimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Rural;2007;2;1;1;1;2;1;1;2
173891;11/01/2007;Segunda;19:50:00;MA;316;516.1;CAXIAS;Ultrapassagem indevida;Capotamento;Sem Vtimas;Pleno dia;Crescente;Sol;Simples;Curva;Rural;2007;2;1;1;1;2;1;1;2
173892;11/01/2007;Segunda;14:35:00;SC;470;122.8;IBIRAMA;Velocidade incompatvel;Coliso com objeto fixo;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Rural;2007;2;1;1;1;1;1;1;1
173893;11/01/2007;Segunda;19:45:00;MG;50;166.9;UBERABA;Velocidade incompatvel;Capotamento;Com Vtimas Feridas;Pleno dia;Crescente;Ceu Claro;Dupla;Cruzamento;Rural;2007;4;1;2;1;2;1;2;1
173896;11/01/2007;Segunda;13:30:00;SC;470;113.4;IBIRAMA;Velocidade incompatvel;Sada de Pista;Sem Vtimas;Pleno dia;Crescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173897;11/01/2007;Segunda;15:40:00;PI;343;314;ALTOS;Ingesto de lcool;Sada de Pista;Sem Vtimas;Amanhecer;Decrescente;Ceu Claro;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173898;11/01/2007;Segunda;10:30:00;SP;116;417;JUQUIA;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Rural;2007;1;1;1;1;1;1;1;1
173899;11/01/2007;Segunda;15:45:00;RS;101;23.9;TRES CACHOEIRAS;No guardar distncia de segurana;Coliso traseira;Sem Vtimas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173900;11/01/2007;Segunda;12:00:00;MG;381;522;ITATIAIUCU;Velocidade incompatvel;Capotamento;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Rural;2007;3;1;2;1;1;1;3;1
173901;11/01/2007;Segunda;15:15:00;ES;101;173.1;ARACRUZ;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Crescente;Chuva;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173902;11/01/2007;Segunda;12:15:00;PR;376;681;GUARATUBA;Defeito mecnico em veculo;Coliso com objeto fixo;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Rural;2007;4;1;3;1;1;1;3;1
173904;11/01/2007;Segunda;13:45:00;AL;104;97;MACEIO;Outras;Coliso com objeto fixo;Sem Vtimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173906;11/01/2007;Segunda;14:30:00;MS;267;55.3;BATAGUASSU;Outras;Sada de Pista;Com Vtimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173907;11/01/2007;Segunda;16:00:00;GO;153;545;HIDROLANDIA;Outras;Sada de Pista;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173909;11/01/2007;Segunda;14:30:00;GO;153;493.8;GOIANIA;Outras;Coliso com objeto fixo;Com Vtimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Urbano;2007;1;1;1;1;1;1;1;1
173910;11/01/2007;Segunda;15:00:00;SP;116;546;BARRA DO TURVO;Outras;Sada de Pista;Com Vtimas Feridas;Pleno dia;Crescente;Nublado;Simples;Curva;Urbano;2007;5;1;5;1;1;1;5;1
173911;11/01/2007;Segunda;16:40:00;MG;116;702.7;MURIAE;Desobedincia  sinalizao;Coliso Transversal;Sem Vtimas;Pleno dia;Decrescente;Chuva;Simples;Curva;Urbano;2007;2;1;1;1;2;1;1;2
173912;11/01/2007;Segunda;16:15:00;MG;116;748.2;LEOPOLDINA;Velocidade incompatvel;Sada de Pista;Com Vtimas Feridas;Pleno dia;Crescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173913;11/01/2007;Segunda;14:08:00;AL;316;281.8;MACEIO;Falta de ateno;Coliso Transversal;Sem Vtimas;Pleno dia;Crescente;Sol;Simples;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173914;11/01/2007;Segunda;12:50:00;SC;470;31.6;GASPAR;Falta de ateno;Coliso traseira;Com Vtimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Rural;2007;3;1;1;1;1;1;2;2
173915;11/01/2007;Segunda;14:00:00;MG;50;71.5;UBERLANDIA;Outras;Coliso lateral;Sem Vtimas;Pleno dia;Decrescente;Nublado;Simples;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173917;11/01/2007;Segunda;16:50:00;RS;290;18.5;SANTO ANTONIO DA PATRULHA;Falta de ateno;Coliso traseira;Sem Vtimas;Pleno dia;Crescente;Ceu Claro;Mltipla;Reta;Rural;2007;2;1;1;1;2;1;1;2
173921;11/01/2007;Segunda;15:00:00;SC;470;291.4;CAMPOS NOVOS;Falta de ateno;Coliso lateral;Com Vtimas Feridas;Pleno dia;Decrescente;Sol;Simples;Cruzamento;Rural;2007;3;1;1;1;2;1;1;2
173922;11/01/2007;Segunda;13:35:00;SC;470;22;ILHOTA;No guardar distncia de segurana;Coliso traseira;Sem Vtimas;Pleno dia;Crescente;Sol;Simples;Reta;Rural;2007;3;1;1;1;2;1;1;3
173923;11/01/2007;Segunda;14:20:00;SC;116;6.9;MAFRA;Falta de ateno;Coliso traseira;Sem Vtimas;Pleno dia;Decrescente;Sol;Simples;Reta;Urbano;2007;2;1;1;1;2;1;1;2
173925;11/01/2007;Segunda;11:50:00;BA;101;399;IBIRAPITANGA;Outras;Sada de Pista;Sem Vtimas;Pleno dia;Crescente;Chuva;Simples;Curva;Rural;2007;1;1;1;1;1;1;1;1
173928;11/01/2007;Segunda;14:40:00;MS;163;441.2;CAMPO GRANDE;Outras;Capotamento;Com Vtimas Feridas;Pleno dia;Crescente;Chuva;Simples;Curva;Rural;2007;3;1;3;1;1;1;3;1
173929;11/01/2007;Segunda;16:30:00;PE;101;79.9;RECIFE;Outras;Coliso com bicicleta;Com Vtimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;2007;3;1;2;1;1;1;2;2
173932;11/01/2007;Segunda;13:45:00;MG;365;516.2;MONTE CARMELO;Outras;Coliso traseira;Sem Vtimas;Pleno dia;Decrescente;Nublado;Simples;Curva;Rural;2007;2;1;1;1;2;1;1;2
173933;11/01/2007;Segunda;18:10:00;MG;116;763.1;LEOPOLDINA;Velocidade incompatvel;Sada de Pista;Sem Vtimas;Pleno dia;Decrescente;Chuva;Simples;Curva;Urbano;2007;1;1;1;1;1;1;1;1
173934;11/01/2007;Segunda;16:40:00;AL;316;148.3;PALMEIRA DOS INDIOS;Outras;Coliso com objeto fixo;Com Vtimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Rural;2007;1;1;1;1;1;1;1;1
173935;11/01/2007;Segunda;17:00:00;SC;470;155.4;AGRONOMICA;No guardar distncia de segurana;Coliso traseira;Com Vtimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Rural;2007;14;1;11;2;1;1;13;4
173936;11/01/2007;Segunda;11:20:00;MG;116;278.8;TEOFILO OTONI;Falta de ateno;Coliso traseira;Sem Vtimas;Pleno dia;Decrescente;Sol;Simples;Reta;Urbano;2007;2;1;1;1;2;1;1;2
